,artist,track,energy,valence,preview_url
1215,Various Artists,Apples in the Trees - Live,260.0,400.0,https://p.scdn.co/mp3-preview/28a2d43173e833a6286bdf2b3b73ff2109899be4?cid=783e5bc2e5034e4daea6385e965c1e1f
1219,Clarisse Lavanant,Beaux parleurs,610.0,740.0,https://p.scdn.co/mp3-preview/4ba05485ce8d538ef506bf5c736aebc0d7749dce?cid=783e5bc2e5034e4daea6385e965c1e1f
1220,Kassav',An Mouvman,930.0,880.0,https://p.scdn.co/mp3-preview/c96fdeef6999731f6fd8a139ff947d92a6a2766a?cid=783e5bc2e5034e4daea6385e965c1e1f
1221,Tum Tum,Money In Da Bank,580.0,370.0,https://p.scdn.co/mp3-preview/fafce9cdf79c33fb784e2c9585d60a845a8a133d?cid=783e5bc2e5034e4daea6385e965c1e1f
1222,Korn,Make Me Bad,800.0,420.0,https://p.scdn.co/mp3-preview/3b3f7aac8fde8fb0ae5a79cbcdbb90558b0d2506?cid=783e5bc2e5034e4daea6385e965c1e1f
1223,The Knack,Seven Days Of Heaven,890.0,730.0,https://p.scdn.co/mp3-preview/7ca2ae7fa7695e6d3461296f16acc0e0ab204a2f?cid=783e5bc2e5034e4daea6385e965c1e1f
1224,From Autumn To Ashes,Sensory Deprivation Adventure,920.0,460.0,https://p.scdn.co/mp3-preview/440943115563b982260fea1b554ac970b8babcb4?cid=783e5bc2e5034e4daea6385e965c1e1f
1225,The Jackson Southernaires,Lord We Give You All the Praise,500.0,320.0,https://p.scdn.co/mp3-preview/d8a40738f1e2c99ab11ea94920b7be1cb0de2682?cid=783e5bc2e5034e4daea6385e965c1e1f
1226,Casiotone For The Painfully Alone,Dying Batteries,280.0,340.0,https://p.scdn.co/mp3-preview/5c6265d7171bbecf811f799a0acbb644cfc8fad9?cid=783e5bc2e5034e4daea6385e965c1e1f
1229,Humble Pie,30 Days In The Hole,870.0,510.0,https://p.scdn.co/mp3-preview/4563ef5d2f2cdf823952f123ee8c129043d58ad4?cid=783e5bc2e5034e4daea6385e965c1e1f
1230,Patton Oswalt,A Brief History of Shitty Comedy,580.0,620.0,https://p.scdn.co/mp3-preview/e6c6a712fb6d9c3cbf7ef5f4187a19b6b4ed51fe?cid=783e5bc2e5034e4daea6385e965c1e1f
1232,Various Artists,Un Ojo Dimos,760.0,890.0,https://p.scdn.co/mp3-preview/562e4928478e900f729ce2c2feedd48d030e98c0?cid=783e5bc2e5034e4daea6385e965c1e1f
1233,Various Artists,Fax Me,250.0,190.0,https://p.scdn.co/mp3-preview/da88937e6dcd4b3a187cf084dd2eec199e21bc9a?cid=783e5bc2e5034e4daea6385e965c1e1f
1234,James Taylor,One More Go Round,470.0,660.0,https://p.scdn.co/mp3-preview/2653b089714e184f3aa1d5916276923986c61750?cid=783e5bc2e5034e4daea6385e965c1e1f
1236,Orquesta Aragón,Eso No Tiene Remedio - Remasterizado,490.0,730.0,https://p.scdn.co/mp3-preview/3e48901cc0e06477029104542dbc97d2310c5549?cid=783e5bc2e5034e4daea6385e965c1e1f
1237,Various Artists,Canto Triste,150.0,120.0,https://p.scdn.co/mp3-preview/8713aece7727fa1da9a193a81de1bf2fccb85b80?cid=783e5bc2e5034e4daea6385e965c1e1f
1240,Pumpkin Buzzard,Gumby Killed The Dinosaur - House Mix,990.0,740.0,https://p.scdn.co/mp3-preview/07d6b08d5c6159f200a22de64bca34dbf549b90f?cid=783e5bc2e5034e4daea6385e965c1e1f
1242,Sister Hazel,This Kind Of Love - Full Band,410.0,280.0,https://p.scdn.co/mp3-preview/3a16f05afdf470aadec1a9f20eff99bd293786f7?cid=783e5bc2e5034e4daea6385e965c1e1f
1244,Janice Robinson,Dreamer - Jamie J Sanchez Club Mix,760.0,390.0,https://p.scdn.co/mp3-preview/6f21be74032e1879f1430bd6f12318d8b9ea2f5a?cid=783e5bc2e5034e4daea6385e965c1e1f
1245,Coldplay,One I Love,780.0,370.0,https://p.scdn.co/mp3-preview/aebfd48bb4a9a3195d99cf99733f3758e7bf2b73?cid=783e5bc2e5034e4daea6385e965c1e1f
1246,ZO2,Isolate,950.0,380.0,https://p.scdn.co/mp3-preview/b1fa863b113d6fd5ada7e4dfc615cfa1a6e9a443?cid=783e5bc2e5034e4daea6385e965c1e1f
1248,Bleed The Sky,Kettle Black,940.0,160.0,https://p.scdn.co/mp3-preview/43da5286c712f2a20a38d9ffa73e3d69717faa4c?cid=783e5bc2e5034e4daea6385e965c1e1f
1249,Fred Locks,Mama Don't Know Love,640.0,550.0,https://p.scdn.co/mp3-preview/8b79a4c96f5c67608b8e7605aa3d4ee725eb51fa?cid=783e5bc2e5034e4daea6385e965c1e1f
1250,Dolores Keane,Storm In My Heart,320.0,250.0,https://p.scdn.co/mp3-preview/a731ed14739a7b32d44b3ad73ef4dec84540393f?cid=783e5bc2e5034e4daea6385e965c1e1f
1251,Adolph Hofner,How I Miss You Tonight,240.0,930.0,https://p.scdn.co/mp3-preview/93d7a6eb9041cf68928bdfeda223df77017aa04f?cid=783e5bc2e5034e4daea6385e965c1e1f
1252,Charlie McCoy,Night Life,300.0,340.0,https://p.scdn.co/mp3-preview/8873d2f023cf16bae98fc51abdbc4913fab74955?cid=783e5bc2e5034e4daea6385e965c1e1f
1253,Alex Gopher,Aurora (Rory's Cassette Jam Remix),690.0,250.0,https://p.scdn.co/mp3-preview/cd57757045f65573a605ec6ce7bf18709164fe22?cid=783e5bc2e5034e4daea6385e965c1e1f
1254,Cockney Rejects,Big Time Charlie,950.0,580.0,https://p.scdn.co/mp3-preview/98173af2d12dc703bdfb2b01fb9f27d4503b0554?cid=783e5bc2e5034e4daea6385e965c1e1f
1256,Def Souf Records,Keep On Hustlin',380.0,330.0,https://p.scdn.co/mp3-preview/dd416dd446ff9dc09c2e287c92a2ea07b60d414f?cid=783e5bc2e5034e4daea6385e965c1e1f
1257,Sol,Puedes ser feliz,380.0,90.0,https://p.scdn.co/mp3-preview/e046337d70f4575abcaba934290ab0957fbaa951?cid=783e5bc2e5034e4daea6385e965c1e1f
1259,Lee Michaels,Uummmm My Lady,420.0,180.0,https://p.scdn.co/mp3-preview/3da1b54c25acb958c28a83e4e1e0e3ced7e626af?cid=783e5bc2e5034e4daea6385e965c1e1f
1260,Mobb Deep,Up North Trip,640.0,770.0,https://p.scdn.co/mp3-preview/263c7c8176e83795ccc561139db89b0b9cb83639?cid=783e5bc2e5034e4daea6385e965c1e1f
1261,Cherrelle,Into My Eyes,500.0,350.0,https://p.scdn.co/mp3-preview/b449a8d68ca317e8305d7a1fb063cdab622630ca?cid=783e5bc2e5034e4daea6385e965c1e1f
1262,Yamandú Costa,Chorando Baixinho,190.0,480.0,https://p.scdn.co/mp3-preview/773dabf56aa0bc935886f8e148fac2095c87172a?cid=783e5bc2e5034e4daea6385e965c1e1f
1263,Arsonists Get All The Girls,Violence in Fluid Triceratops,970.0,300.0,https://p.scdn.co/mp3-preview/27fad4c96da78de8b7a7021d36765d001c815ce6?cid=783e5bc2e5034e4daea6385e965c1e1f
1264,Teena Marie,How Can You Resist It,280.0,140.0,https://p.scdn.co/mp3-preview/100f6ebd2eb7f19f8cc8174605688149c9ab7b73?cid=783e5bc2e5034e4daea6385e965c1e1f
1266,Sasha Vunjonvic & Allen Dickey,How Could You Do It to Me,500.0,800.0,https://p.scdn.co/mp3-preview/9a3738fd1ea3ab6c8f6f58ef78677d15dbd2f7fd?cid=783e5bc2e5034e4daea6385e965c1e1f
1267,Avril Lavigne,How Does It Feel,580.0,340.0,https://p.scdn.co/mp3-preview/7325b726496ee21d523639676b80a7eb860c3fd4?cid=783e5bc2e5034e4daea6385e965c1e1f
1268,James Ingram,A Baby's Born,350.0,260.0,https://p.scdn.co/mp3-preview/54a921fe5d749eb04bf33f417928786ebc4ea2d6?cid=783e5bc2e5034e4daea6385e965c1e1f
1271,Crabby Appleton,Go Back,930.0,780.0,https://p.scdn.co/mp3-preview/7380a1f3a33fceac297f74eb72d4cb16fd9f12ba?cid=783e5bc2e5034e4daea6385e965c1e1f
1273,All Leather,As The Hog Pisseth,750.0,260.0,https://p.scdn.co/mp3-preview/6775da1984daeb89e1ad3939b19225d3a9867810?cid=783e5bc2e5034e4daea6385e965c1e1f
1274,Little Milton,My Way,490.0,300.0,https://p.scdn.co/mp3-preview/df3a92512d7e323c525904eb3f7c2445a672b833?cid=783e5bc2e5034e4daea6385e965c1e1f
1275,Johnny Cash,You Tell Me,770.0,660.0,https://p.scdn.co/mp3-preview/60957a31d0395535ff54d6e080d92134e0a53fa1?cid=783e5bc2e5034e4daea6385e965c1e1f
1276,Candlebox,Lover Come Back to Me,620.0,320.0,https://p.scdn.co/mp3-preview/1eacb64c09a15ace4f70787016c9005fccd49a44?cid=783e5bc2e5034e4daea6385e965c1e1f
1278,Dinosaur Jr.,Been There All The Time,970.0,270.0,https://p.scdn.co/mp3-preview/051e8f6a4d2efef4511e1f9df546188715b4b62c?cid=783e5bc2e5034e4daea6385e965c1e1f
1279,Marisela,Loca (a/k/a Crazy) (Version Banda),540.0,760.0,https://p.scdn.co/mp3-preview/85fb3f2a4678ed35a69628ffb7452da58b5aca3e?cid=783e5bc2e5034e4daea6385e965c1e1f
1280,Wilshire,When,720.0,310.0,https://p.scdn.co/mp3-preview/84483098994f0dd9325d50f8248818c78ebb64fd?cid=783e5bc2e5034e4daea6385e965c1e1f
1281,Autonomous Bass Heads,Beat Conductor,790.0,470.0,https://p.scdn.co/mp3-preview/983ea16ef256c1ddf927cb226f0fdd9f428cf218?cid=783e5bc2e5034e4daea6385e965c1e1f
1282,Cowboy Mouth,Disconnected,880.0,740.0,https://p.scdn.co/mp3-preview/2007290a86e84f33439e3a96a3eca2d997b76482?cid=783e5bc2e5034e4daea6385e965c1e1f
1283,Jeff Talmadge,The Hard Part's Letting Go,400.0,160.0,https://p.scdn.co/mp3-preview/505f6f772abba9ecf7848ce640e16bfcd343cedb?cid=783e5bc2e5034e4daea6385e965c1e1f
1284,Kryštof,Ostravaczech,510.0,510.0,https://p.scdn.co/mp3-preview/4e58ed4e0cd7f0f1f0c1cb10879cbdbf9a4068d8?cid=783e5bc2e5034e4daea6385e965c1e1f
1285,Dwight Twilley,Tomorrow Never Knows,590.0,40.0,https://p.scdn.co/mp3-preview/7f4035b3e94f111f3bf4430e83a9762860340c20?cid=783e5bc2e5034e4daea6385e965c1e1f
1286,Tum Tum,So Fresh,530.0,780.0,https://p.scdn.co/mp3-preview/b832b67e38553ffb21877dd96bb0ac82dc47ab65?cid=783e5bc2e5034e4daea6385e965c1e1f
1287,Johnny Osbourne,Come Along,430.0,650.0,https://p.scdn.co/mp3-preview/7b4ca421d864a4ad869a45f63ecfa0ee9e2c451d?cid=783e5bc2e5034e4daea6385e965c1e1f
1288,Moraes Moreira,Banho de Amor,610.0,810.0,https://p.scdn.co/mp3-preview/66d8a3f190d1ecd48286a905126c3921f5268d6a?cid=783e5bc2e5034e4daea6385e965c1e1f
1289,Various Artists,Danote - Club Edit,700.0,740.0,https://p.scdn.co/mp3-preview/5eabce03f1bd4ae0cb74fbc1ba8ea71a7ccc4923?cid=783e5bc2e5034e4daea6385e965c1e1f
1291,Plasmatics,Dream Lover,960.0,240.0,https://p.scdn.co/mp3-preview/3a1b15902de8cc411181ef79661700968d14619c?cid=783e5bc2e5034e4daea6385e965c1e1f
1292,Inspiral Carpets,Party In The Sky,470.0,580.0,https://p.scdn.co/mp3-preview/ac1ece76f186e45f1820031ac75dd4673ec15b0c?cid=783e5bc2e5034e4daea6385e965c1e1f
1293,Yuridia,Regresa a Mí - Unbreak My Heart,450.0,300.0,https://p.scdn.co/mp3-preview/6504d6705a169a1a288730c420e60a9879d0ba1d?cid=783e5bc2e5034e4daea6385e965c1e1f
1294,Furry Lewis,I Will Turn Your Money Green (Tk. 1),90.0,350.0,https://p.scdn.co/mp3-preview/0b7c7712a7a25e00f53d8e825af7471cd8c67583?cid=783e5bc2e5034e4daea6385e965c1e1f
1295,Various Artists,The Fortway,780.0,900.0,https://p.scdn.co/mp3-preview/ff65f3dc7883359c27a448d10083e4de7c28c3ba?cid=783e5bc2e5034e4daea6385e965c1e1f
1296,Alberto Cortez,Guitarra dímelo tú,550.0,300.0,https://p.scdn.co/mp3-preview/823316340b1516d82eb3612b4661e2ede61e6610?cid=783e5bc2e5034e4daea6385e965c1e1f
1297,Bounty Killer,Gun Thirsty,840.0,860.0,https://p.scdn.co/mp3-preview/ce6a7c894d0154b53f27bf2bc9de713be99d4ec9?cid=783e5bc2e5034e4daea6385e965c1e1f
1298,M.I.K.E.,Hollow Dream,360.0,280.0,https://p.scdn.co/mp3-preview/a6a3c105fce75047ed49cefdf62de1786fc2a344?cid=783e5bc2e5034e4daea6385e965c1e1f
1300,Various Artists,I Don't Want to be Lonely,510.0,750.0,https://p.scdn.co/mp3-preview/387cddfda162955e28164c16f75170a7b44791d2?cid=783e5bc2e5034e4daea6385e965c1e1f
1301,Les Hou-Lops,Hold me,550.0,620.0,https://p.scdn.co/mp3-preview/22ec28b1792116446855e6ab7696f2890bf5ee91?cid=783e5bc2e5034e4daea6385e965c1e1f
1302,Carolyn Wonderland,I Don't Want to Fall for You,290.0,160.0,https://p.scdn.co/mp3-preview/9445b3e3615784971d1e3c5cbba76a48c5de9ea1?cid=783e5bc2e5034e4daea6385e965c1e1f
1303,Blackalicious,Ego Trip by Nikki Giovanni,670.0,960.0,https://p.scdn.co/mp3-preview/bd4c2af690ddb19c77c44e4d7370478c084695ac?cid=783e5bc2e5034e4daea6385e965c1e1f
1304,The Shirelles,Dedicated To The One I Love,320.0,450.0,https://p.scdn.co/mp3-preview/a15f8c09b9d511eb5146b80e8570038d3f76157b?cid=783e5bc2e5034e4daea6385e965c1e1f
1305,Alice In Chains,I Know Somethin (Bout You),810.0,600.0,https://p.scdn.co/mp3-preview/198955e6df289058c4a27374d3af3a17a6342afc?cid=783e5bc2e5034e4daea6385e965c1e1f
1306,Toots & The Maytals,Sweet And Dandy,700.0,960.0,https://p.scdn.co/mp3-preview/d29e9c8b1f4979cb6b30f7c3da9a784c9af239b7?cid=783e5bc2e5034e4daea6385e965c1e1f
1307,Fever Ray,When I Grow Up,630.0,550.0,https://p.scdn.co/mp3-preview/ab42d41842b0147ada08816718d3678a1cdd809c?cid=783e5bc2e5034e4daea6385e965c1e1f
1308,Flor Silvestre,Gaviota Traidora,480.0,900.0,https://p.scdn.co/mp3-preview/d5b539f8a3d496dc681ec545d1535f667876135b?cid=783e5bc2e5034e4daea6385e965c1e1f
1309,Patrick Lamb,I Remember,850.0,950.0,https://p.scdn.co/mp3-preview/3c33b1a92ef1d8067de859dd155bce0a41401cc9?cid=783e5bc2e5034e4daea6385e965c1e1f
1311,Amoral,The Last Round,920.0,300.0,https://p.scdn.co/mp3-preview/2bcfdc523de7854cc9136771b7b9cc7f274cd46b?cid=783e5bc2e5034e4daea6385e965c1e1f
1313,Stan,Luv,440.0,550.0,https://p.scdn.co/mp3-preview/c1a9c20eea618c3244ec4922e406eb98624cc23b?cid=783e5bc2e5034e4daea6385e965c1e1f
1314,Various Artists,Insanity,660.0,40.0,https://p.scdn.co/mp3-preview/478c7048d275b96f7869e396583cd435b235974f?cid=783e5bc2e5034e4daea6385e965c1e1f
1315,Butthole Surfers,Wichita Cathedral [live],900.0,190.0,https://p.scdn.co/mp3-preview/487c62fbfe57efb8795f19709618d222adb44e23?cid=783e5bc2e5034e4daea6385e965c1e1f
1316,Los Brujos,Si Yo Tuviera,340.0,780.0,https://p.scdn.co/mp3-preview/8446bf4b9fef1ad97ec5e59153b7eba417efe287?cid=783e5bc2e5034e4daea6385e965c1e1f
1317,Various Artists,Piece Of My Heart,880.0,590.0,https://p.scdn.co/mp3-preview/e56c97ffcb58b6d3eec68942230a6ceb6fbf572a?cid=783e5bc2e5034e4daea6385e965c1e1f
1318,Vivian Green,Better Man,650.0,810.0,https://p.scdn.co/mp3-preview/a1f2358dbdaf764c6235a95f45fb354970050969?cid=783e5bc2e5034e4daea6385e965c1e1f
1319,Merzbow,Merzwaltz,310.0,330.0,https://p.scdn.co/mp3-preview/d438dbe96e564f5e9b74e8dd99f11fd741bd1257?cid=783e5bc2e5034e4daea6385e965c1e1f
1321,Various Artists,Tootie Blues,340.0,780.0,https://p.scdn.co/mp3-preview/8d7d112c89efc620d6d697f34833b40cbd2321af?cid=783e5bc2e5034e4daea6385e965c1e1f
1322,Monique Marvez,No Bad Oral Sex / Dick Dessert,690.0,670.0,https://p.scdn.co/mp3-preview/6e5f3afef3cd62ebbf2b64e47587133b2b2c1939?cid=783e5bc2e5034e4daea6385e965c1e1f
1323,Dancecore Allstars,When The Sun Comes Out (Bassland Radio Cut),960.0,240.0,https://p.scdn.co/mp3-preview/1cab47142616906958bc83567cb61bcc5f9fc6d2?cid=783e5bc2e5034e4daea6385e965c1e1f
1324,Sean Kingston,Face Drop,830.0,740.0,https://p.scdn.co/mp3-preview/6f4811c66647766e6c7b2266585081648c3e7968?cid=783e5bc2e5034e4daea6385e965c1e1f
1325,Blind Lemon Jefferson,Gone Dead on You Blues,240.0,470.0,https://p.scdn.co/mp3-preview/17b20ef44fb5022f7a4eaa12666c9a5369da4aba?cid=783e5bc2e5034e4daea6385e965c1e1f
1327,The Jane Shermans,Ammunition,860.0,690.0,https://p.scdn.co/mp3-preview/7f4a179db082267724b902ed3c21ff70f5475f9e?cid=783e5bc2e5034e4daea6385e965c1e1f
1329,Bescenta,So In Love (feat. Stream),530.0,300.0,https://p.scdn.co/mp3-preview/eb387e37d5c1db632a18b2b5cae2659bf1868299?cid=783e5bc2e5034e4daea6385e965c1e1f
1330,"Dave ""Baby"" Cortez",The Happy Organ,890.0,970.0,https://p.scdn.co/mp3-preview/eaf97cc7731478bfbeae35873820f22e715519ee?cid=783e5bc2e5034e4daea6385e965c1e1f
1331,Bloomfield,Quartier Latin,500.0,360.0,https://p.scdn.co/mp3-preview/ee56dbec24ffc4f850b97ad32858175b1d1fe593?cid=783e5bc2e5034e4daea6385e965c1e1f
1332,Andrew W.K.,Can You Dance With Me?,980.0,720.0,https://p.scdn.co/mp3-preview/0b0cbaa238737e18a22ae50af9ef304815b0a16e?cid=783e5bc2e5034e4daea6385e965c1e1f
1335,Tommy James & The Shondells,Out of the Blue,520.0,560.0,https://p.scdn.co/mp3-preview/e46b3952920ea5d07b58b7b3d9aa751b9f7f6a52?cid=783e5bc2e5034e4daea6385e965c1e1f
1336,Coraleena Ellis,Wide Awake in a Dream,510.0,830.0,https://p.scdn.co/mp3-preview/900a7ed64f0fe9740a333a90ec58f0b96e00b3c3?cid=783e5bc2e5034e4daea6385e965c1e1f
1338,The Chieftains,The Raggle Taggle Gypsy,670.0,820.0,https://p.scdn.co/mp3-preview/6dc6440351e10e7e17feab3bdc1f24bba633ce89?cid=783e5bc2e5034e4daea6385e965c1e1f
1339,Peter Spence,Baby I,440.0,670.0,https://p.scdn.co/mp3-preview/18d9c9274a5aab7d0b3e8edc910003ba0b535af2?cid=783e5bc2e5034e4daea6385e965c1e1f
1341,Marimba Alma de Chiapas de Juan Palacios,Atotonilco,680.0,950.0,https://p.scdn.co/mp3-preview/254a3860c20d5323e5216ea78a400083a6197b38?cid=783e5bc2e5034e4daea6385e965c1e1f
1342,Precious Bryant,When The Saints Go Marching In,300.0,270.0,https://p.scdn.co/mp3-preview/c3fe78643ba426ed1c215c2f074788842fd070ab?cid=783e5bc2e5034e4daea6385e965c1e1f
1343,Various Artists,Player No More,440.0,570.0,https://p.scdn.co/mp3-preview/9a4a1aacca8b0aa05d1ce8f831c45a40a6c335a3?cid=783e5bc2e5034e4daea6385e965c1e1f
1344,Jeff Wahl,Waterfall,440.0,660.0,https://p.scdn.co/mp3-preview/b740725f8ca683b3fa7d2b3b897f0b8fbd591342?cid=783e5bc2e5034e4daea6385e965c1e1f
1345,Kapelle Herrenweide,Humppa,640.0,740.0,https://p.scdn.co/mp3-preview/861fc8da64e0a7a2394ee69ad3e8893b61956816?cid=783e5bc2e5034e4daea6385e965c1e1f
1346,Jamie Richards,Easier by Now,390.0,180.0,https://p.scdn.co/mp3-preview/01d656dd9e8e8c025bffea322dce91858b793166?cid=783e5bc2e5034e4daea6385e965c1e1f
1347,Marcelo Radulovich,Spirit & Machine,530.0,260.0,https://p.scdn.co/mp3-preview/b85ba5fef96c30f6955527c2a58a390bbea80d45?cid=783e5bc2e5034e4daea6385e965c1e1f
1349,Various Artists,Turntable Terrorist,970.0,30.0,https://p.scdn.co/mp3-preview/a0a46100c4c9607a2405b63fb35325a7410eae3d?cid=783e5bc2e5034e4daea6385e965c1e1f
1350,Backstreet Boys,PDA,840.0,870.0,https://p.scdn.co/mp3-preview/1958507c7e8d25435bf7629277776e0bb2dd9b4d?cid=783e5bc2e5034e4daea6385e965c1e1f
1351,Lizzy Borden,(Wake Up) Time to Die,830.0,170.0,https://p.scdn.co/mp3-preview/612b0f38dce38b9699d45ba6aae111bc68ead684?cid=783e5bc2e5034e4daea6385e965c1e1f
1352,Eddie Turner,Jody,890.0,760.0,https://p.scdn.co/mp3-preview/796b836249c271d5120ab9f93068bd6dd5c5ebbe?cid=783e5bc2e5034e4daea6385e965c1e1f
1353,DJ Slugo,Where The Rats (3),650.0,130.0,https://p.scdn.co/mp3-preview/3dd2bec8567cefeca76d5fe62123ca7b34f0b808?cid=783e5bc2e5034e4daea6385e965c1e1f
1354,Jack Off Jill,Horrible,830.0,940.0,https://p.scdn.co/mp3-preview/f836fc31d87fab657c8c8d274b68fd8bd878a0cb?cid=783e5bc2e5034e4daea6385e965c1e1f
1356,NAZCA PERU,Aurora,860.0,970.0,https://p.scdn.co/mp3-preview/fe2eb58d461623774d751d256c4380044cbd0de1?cid=783e5bc2e5034e4daea6385e965c1e1f
1357,Hatesex,Hatesex (Reborn),680.0,440.0,https://p.scdn.co/mp3-preview/bac319951bd2605dc307ef4551bab7d65ee3ad4f?cid=783e5bc2e5034e4daea6385e965c1e1f
1361,Kool Moe Dee,Knowledge Is King,600.0,530.0,https://p.scdn.co/mp3-preview/9df5bb2619bda50bf9e1d3b464a3ebcf9b9b4d7b?cid=783e5bc2e5034e4daea6385e965c1e1f
1363,Desert Dwellers,Pranafestation - (Eccodek Remix),640.0,140.0,https://p.scdn.co/mp3-preview/0a6e8ac15ee5e39327d1be8e952f1aa4d43218e3?cid=783e5bc2e5034e4daea6385e965c1e1f
1365,Love Generation,Let get it started,530.0,800.0,https://p.scdn.co/mp3-preview/14745e830dfe15d163c0cb7969b30b89d6828ba5?cid=783e5bc2e5034e4daea6385e965c1e1f
1366,Lizzy Borden,There Will Be Blood Tonight,990.0,400.0,https://p.scdn.co/mp3-preview/b7226c498cb77faefb647f7959c225ab32f4a9f4?cid=783e5bc2e5034e4daea6385e965c1e1f
1367,The Merry Macs,Sentimental Journey,200.0,460.0,https://p.scdn.co/mp3-preview/945572b670e4dc6da2c194d7bb3f61a557522b44?cid=783e5bc2e5034e4daea6385e965c1e1f
1369,Casual,I Believe,300.0,380.0,https://p.scdn.co/mp3-preview/2465f78e7e388e02365a9968bb9406f89f827456?cid=783e5bc2e5034e4daea6385e965c1e1f
1372,Michael Jackson,Tabloid Junkie,880.0,580.0,https://p.scdn.co/mp3-preview/af5e1b6a27c5bb5dc86b177c39a66d52c3010ad5?cid=783e5bc2e5034e4daea6385e965c1e1f
1373,Sui Generis,Bubulina - En vivo,440.0,40.0,https://p.scdn.co/mp3-preview/3679a0f9ab093b555e6ad32bea247a8fcd40adf8?cid=783e5bc2e5034e4daea6385e965c1e1f
1374,Bebo Norman,Borrow Mine,680.0,440.0,https://p.scdn.co/mp3-preview/dea8f1108930971a63c369339df9c6e372382297?cid=783e5bc2e5034e4daea6385e965c1e1f
1376,Isabel Pantoja,Limosna de Amores,700.0,410.0,https://p.scdn.co/mp3-preview/4819d5d4d9e80879f7d44faa8d75a1f4c63f082f?cid=783e5bc2e5034e4daea6385e965c1e1f
1377,Bigelf,Superstar,590.0,730.0,https://p.scdn.co/mp3-preview/366dc8cc734ed938aca2009d0ec2a4c032d8e611?cid=783e5bc2e5034e4daea6385e965c1e1f
1378,Orquesta Sublime,Seis Perlas Cubanas,290.0,900.0,https://p.scdn.co/mp3-preview/02e00658b755977aa5e9fa61090b0b950a2113dc?cid=783e5bc2e5034e4daea6385e965c1e1f
1381,Gustavo Santaolalla,Moving Up,190.0,150.0,https://p.scdn.co/mp3-preview/da8f1bee83891a21400e93e6d45e330aab8925bf?cid=783e5bc2e5034e4daea6385e965c1e1f
1384,Don Francisco,Give Your Heart A Home,270.0,690.0,https://p.scdn.co/mp3-preview/c6a4969d183c14bfa6d8e5c373433d7866f10be4?cid=783e5bc2e5034e4daea6385e965c1e1f
1385,Mavado,Real McKoy (feat. Busy Signal),620.0,570.0,https://p.scdn.co/mp3-preview/c35b5a5f868088eef7f9aa2b1f244911c0e82ef7?cid=783e5bc2e5034e4daea6385e965c1e1f
1386,Various Artists,Missing (feat. Paula B) [Video Extended],620.0,790.0,https://p.scdn.co/mp3-preview/e02124d0098749f91079b4b93a51b6185474e633?cid=783e5bc2e5034e4daea6385e965c1e1f
1387,Ocho y Media,A la Hora,900.0,950.0,https://p.scdn.co/mp3-preview/c22a7347d928e362be9200412468bf0d74914b26?cid=783e5bc2e5034e4daea6385e965c1e1f
1388,Atari Teenage Riot,Destroy 2000 Years of Culture - Remix,950.0,30.0,https://p.scdn.co/mp3-preview/dfeaa00ad84e4c49f77210c526485e57bc5143bb?cid=783e5bc2e5034e4daea6385e965c1e1f
1389,Otis Spann,Evil Ways,440.0,570.0,https://p.scdn.co/mp3-preview/06eb0765d2b1fc2b3e6ec2d7d18feceff2a03cf6?cid=783e5bc2e5034e4daea6385e965c1e1f
1390,ātman,Distant Voices,380.0,340.0,https://p.scdn.co/mp3-preview/809267cbc85d225fd08699b14e13e2e8c9f0343b?cid=783e5bc2e5034e4daea6385e965c1e1f
1391,Frank Ifield,Give Me Your Word,280.0,520.0,https://p.scdn.co/mp3-preview/8bccb8697abe03affe1eccc71075f4df7763e7a3?cid=783e5bc2e5034e4daea6385e965c1e1f
1393,George Lopez,Kids In the Store,740.0,350.0,https://p.scdn.co/mp3-preview/c5579cb5fa78b103641e153d6e90d7323939250e?cid=783e5bc2e5034e4daea6385e965c1e1f
1395,Minipop,Fingerprints,710.0,250.0,https://p.scdn.co/mp3-preview/1e2ab5b1a1bb83d754105e9b2a7d69b56563513d?cid=783e5bc2e5034e4daea6385e965c1e1f
1396,Kryštof,Star,540.0,350.0,https://p.scdn.co/mp3-preview/d19f589382e3768dfdd0cfb7446780cc210c8929?cid=783e5bc2e5034e4daea6385e965c1e1f
1397,Jeff Beck,Jody,690.0,800.0,https://p.scdn.co/mp3-preview/d736c9f9e46be3775b08cc8a9525f0b30e1a5e9c?cid=783e5bc2e5034e4daea6385e965c1e1f
1398,The Del McCoury Band,Rain Please Go Away,590.0,930.0,https://p.scdn.co/mp3-preview/002e4d48a0600f3b4c827fc7e2106167186ed13a?cid=783e5bc2e5034e4daea6385e965c1e1f
1399,Mack and Jamie,Goofy Golf,340.0,750.0,https://p.scdn.co/mp3-preview/20a560cff7311861aeac0f01c3c5d28fbc444669?cid=783e5bc2e5034e4daea6385e965c1e1f
1400,F4,Get Back,960.0,740.0,https://p.scdn.co/mp3-preview/0e9b6527a30e86ea8a3e11e3c8b5d788d6c003b7?cid=783e5bc2e5034e4daea6385e965c1e1f
1403,Joanna Connor,Meditations,200.0,180.0,https://p.scdn.co/mp3-preview/686c1bfa195721b24f0dc5210f9b61787af1ac9f?cid=783e5bc2e5034e4daea6385e965c1e1f
